,N,Method,$\hat{\mathbb{P}}$
510,10.0,SA-ScenarioApprox,0.88124
511,60.0,SA-ScenarioApprox,0.95993
512,110.0,SA-ScenarioApprox,0.98203
513,160.0,SA-ScenarioApprox,0.98572
514,210.0,SA-ScenarioApprox,0.99169
515,260.0,SA-ScenarioApprox,0.98833
516,10.0,SA-ScenarioApprox,0.83318
517,60.0,SA-ScenarioApprox,0.9268
518,110.0,SA-ScenarioApprox,0.98921
519,160.0,SA-ScenarioApprox,0.97549
520,210.0,SA-ScenarioApprox,0.99243
521,260.0,SA-ScenarioApprox,0.99133
522,10.0,SA-ScenarioApprox,0.86899
523,60.0,SA-ScenarioApprox,0.94698
524,110.0,SA-ScenarioApprox,0.97138
525,160.0,SA-ScenarioApprox,0.98399
526,210.0,SA-ScenarioApprox,0.99361
527,260.0,SA-ScenarioApprox,0.97812
528,10.0,SA-ScenarioApprox,0.91126
529,60.0,SA-ScenarioApprox,0.97293
530,110.0,SA-ScenarioApprox,0.97903
531,160.0,SA-ScenarioApprox,0.99131
532,210.0,SA-ScenarioApprox,0.97797
533,260.0,SA-ScenarioApprox,0.98887
534,10.0,SA-ScenarioApprox,0.93682
535,60.0,SA-ScenarioApprox,0.94368
536,110.0,SA-ScenarioApprox,0.96706
537,160.0,SA-ScenarioApprox,0.99505
538,210.0,SA-ScenarioApprox,0.99144
539,260.0,SA-ScenarioApprox,0.98776
540,10.0,SA-ScenarioApprox,0.89276
541,60.0,SA-ScenarioApprox,0.96925
542,110.0,SA-ScenarioApprox,0.98642
543,160.0,SA-ScenarioApprox,0.96922
544,210.0,SA-ScenarioApprox,0.98859
545,260.0,SA-ScenarioApprox,0.98513
546,10.0,SA-ScenarioApprox,0.89564
547,60.0,SA-ScenarioApprox,0.95421
548,110.0,SA-ScenarioApprox,0.97106
549,160.0,SA-ScenarioApprox,0.98386
550,210.0,SA-ScenarioApprox,0.98994
551,260.0,SA-ScenarioApprox,0.98974
552,10.0,SA-ScenarioApprox,0.95868
553,60.0,SA-ScenarioApprox,0.96819
554,110.0,SA-ScenarioApprox,0.98661
555,160.0,SA-ScenarioApprox,0.97048
556,210.0,SA-ScenarioApprox,0.98815
557,260.0,SA-ScenarioApprox,0.98173
558,10.0,SA-ScenarioApprox,0.84653
559,60.0,SA-ScenarioApprox,0.95913
560,110.0,SA-ScenarioApprox,0.98259
561,160.0,SA-ScenarioApprox,0.98449
562,210.0,SA-ScenarioApprox,0.9737
563,260.0,SA-ScenarioApprox,0.98326
564,10.0,SA-ScenarioApprox,0.84121
565,60.0,SA-ScenarioApprox,0.9508
566,110.0,SA-ScenarioApprox,0.96944
567,160.0,SA-ScenarioApprox,0.98746
568,210.0,SA-ScenarioApprox,0.98393
569,260.0,SA-ScenarioApprox,0.98993
570,10.0,SA-ScenarioApprox,0.85553
571,60.0,SA-ScenarioApprox,0.95897
572,110.0,SA-ScenarioApprox,0.9763
573,160.0,SA-ScenarioApprox,0.98482
574,210.0,SA-ScenarioApprox,0.98852
575,260.0,SA-ScenarioApprox,0.99557
576,10.0,SA-ScenarioApprox,0.85761
577,60.0,SA-ScenarioApprox,0.94645
578,110.0,SA-ScenarioApprox,0.94919
579,160.0,SA-ScenarioApprox,0.96764
580,210.0,SA-ScenarioApprox,0.98686
581,260.0,SA-ScenarioApprox,0.99097
582,10.0,SA-ScenarioApprox,0.88403
583,60.0,SA-ScenarioApprox,0.98099
584,110.0,SA-ScenarioApprox,0.96538
585,160.0,SA-ScenarioApprox,0.98701
586,210.0,SA-ScenarioApprox,0.97976
587,260.0,SA-ScenarioApprox,0.99549
588,10.0,SA-ScenarioApprox,0.78524
589,60.0,SA-ScenarioApprox,0.96417
590,110.0,SA-ScenarioApprox,0.97703
591,160.0,SA-ScenarioApprox,0.98378
592,210.0,SA-ScenarioApprox,0.99551
593,260.0,SA-ScenarioApprox,0.99278
594,10.0,SA-ScenarioApprox,0.77854
595,60.0,SA-ScenarioApprox,0.93388
596,110.0,SA-ScenarioApprox,0.97035
597,160.0,SA-ScenarioApprox,0.98037
598,210.0,SA-ScenarioApprox,0.98191
599,260.0,SA-ScenarioApprox,0.98228
0,10.0,SAIS-ScenarioApproxImportanceSampling,0.92143
1,60.0,SAIS-ScenarioApproxImportanceSampling,0.98195
2,110.0,SAIS-ScenarioApproxImportanceSampling,0.98329
3,160.0,SAIS-ScenarioApproxImportanceSampling,0.99658
4,210.0,SAIS-ScenarioApproxImportanceSampling,0.99298
5,260.0,SAIS-ScenarioApproxImportanceSampling,0.9952
6,10.0,SAIS-ScenarioApproxImportanceSampling,0.91659
7,60.0,SAIS-ScenarioApproxImportanceSampling,0.99531
8,110.0,SAIS-ScenarioApproxImportanceSampling,0.99094
9,160.0,SAIS-ScenarioApproxImportanceSampling,0.99832
10,210.0,SAIS-ScenarioApproxImportanceSampling,0.99445
11,260.0,SAIS-ScenarioApproxImportanceSampling,0.99436
12,10.0,SAIS-ScenarioApproxImportanceSampling,0.91844
13,60.0,SAIS-ScenarioApproxImportanceSampling,0.97432
14,110.0,SAIS-ScenarioApproxImportanceSampling,0.99124
15,160.0,SAIS-ScenarioApproxImportanceSampling,0.98744
16,210.0,SAIS-ScenarioApproxImportanceSampling,0.99744
17,260.0,SAIS-ScenarioApproxImportanceSampling,0.99501
18,10.0,SAIS-ScenarioApproxImportanceSampling,0.94806
19,60.0,SAIS-ScenarioApproxImportanceSampling,0.99303
20,110.0,SAIS-ScenarioApproxImportanceSampling,0.98315
21,160.0,SAIS-ScenarioApproxImportanceSampling,0.99241
22,210.0,SAIS-ScenarioApproxImportanceSampling,0.99496
23,260.0,SAIS-ScenarioApproxImportanceSampling,0.99662
24,10.0,SAIS-ScenarioApproxImportanceSampling,0.94632
25,60.0,SAIS-ScenarioApproxImportanceSampling,0.99226
26,110.0,SAIS-ScenarioApproxImportanceSampling,0.98726
27,160.0,SAIS-ScenarioApproxImportanceSampling,0.99183
28,210.0,SAIS-ScenarioApproxImportanceSampling,0.9934
29,260.0,SAIS-ScenarioApproxImportanceSampling,0.99354
30,10.0,SAIS-ScenarioApproxImportanceSampling,0.90685
31,60.0,SAIS-ScenarioApproxImportanceSampling,0.9702
32,110.0,SAIS-ScenarioApproxImportanceSampling,0.9848
33,160.0,SAIS-ScenarioApproxImportanceSampling,0.99461
34,210.0,SAIS-ScenarioApproxImportanceSampling,0.99246
35,260.0,SAIS-ScenarioApproxImportanceSampling,0.99415
36,10.0,SAIS-ScenarioApproxImportanceSampling,0.9294
37,60.0,SAIS-ScenarioApproxImportanceSampling,0.98315
38,110.0,SAIS-ScenarioApproxImportanceSampling,0.98052
39,160.0,SAIS-ScenarioApproxImportanceSampling,0.99471
40,210.0,SAIS-ScenarioApproxImportanceSampling,0.99395
41,260.0,SAIS-ScenarioApproxImportanceSampling,0.99501
42,10.0,SAIS-ScenarioApproxImportanceSampling,0.87828
43,60.0,SAIS-ScenarioApproxImportanceSampling,0.9746
44,110.0,SAIS-ScenarioApproxImportanceSampling,0.9876
45,160.0,SAIS-ScenarioApproxImportanceSampling,0.99405
46,210.0,SAIS-ScenarioApproxImportanceSampling,0.99523
47,260.0,SAIS-ScenarioApproxImportanceSampling,0.99398
48,10.0,SAIS-ScenarioApproxImportanceSampling,0.91798
49,60.0,SAIS-ScenarioApproxImportanceSampling,0.97585
50,110.0,SAIS-ScenarioApproxImportanceSampling,0.98831
51,160.0,SAIS-ScenarioApproxImportanceSampling,0.99375
52,210.0,SAIS-ScenarioApproxImportanceSampling,0.99492
53,260.0,SAIS-ScenarioApproxImportanceSampling,0.99665
54,10.0,SAIS-ScenarioApproxImportanceSampling,0.95167
55,60.0,SAIS-ScenarioApproxImportanceSampling,0.97025
56,110.0,SAIS-ScenarioApproxImportanceSampling,0.98748
57,160.0,SAIS-ScenarioApproxImportanceSampling,0.99708
58,210.0,SAIS-ScenarioApproxImportanceSampling,0.995
59,260.0,SAIS-ScenarioApproxImportanceSampling,0.99472
60,10.0,SAIS-ScenarioApproxImportanceSampling,0.88222
61,60.0,SAIS-ScenarioApproxImportanceSampling,0.97461
62,110.0,SAIS-ScenarioApproxImportanceSampling,0.99074
63,160.0,SAIS-ScenarioApproxImportanceSampling,0.98751
64,210.0,SAIS-ScenarioApproxImportanceSampling,0.99744
65,260.0,SAIS-ScenarioApproxImportanceSampling,0.99673
66,10.0,SAIS-ScenarioApproxImportanceSampling,0.91011
67,60.0,SAIS-ScenarioApproxImportanceSampling,0.98565
68,110.0,SAIS-ScenarioApproxImportanceSampling,0.98976
69,160.0,SAIS-ScenarioApproxImportanceSampling,0.99421
70,210.0,SAIS-ScenarioApproxImportanceSampling,0.9956
71,260.0,SAIS-ScenarioApproxImportanceSampling,0.9965
72,10.0,SAIS-ScenarioApproxImportanceSampling,0.89002
73,60.0,SAIS-ScenarioApproxImportanceSampling,0.98276
74,110.0,SAIS-ScenarioApproxImportanceSampling,0.99135
75,160.0,SAIS-ScenarioApproxImportanceSampling,0.99717
76,210.0,SAIS-ScenarioApproxImportanceSampling,0.99428
77,260.0,SAIS-ScenarioApproxImportanceSampling,0.99622
78,10.0,SAIS-ScenarioApproxImportanceSampling,0.9015
79,60.0,SAIS-ScenarioApproxImportanceSampling,0.9844
80,110.0,SAIS-ScenarioApproxImportanceSampling,0.97959
81,160.0,SAIS-ScenarioApproxImportanceSampling,0.99325
82,210.0,SAIS-ScenarioApproxImportanceSampling,0.99335
83,260.0,SAIS-ScenarioApproxImportanceSampling,0.99704
84,10.0,SAIS-ScenarioApproxImportanceSampling,0.8776
85,60.0,SAIS-ScenarioApproxImportanceSampling,0.98174
86,110.0,SAIS-ScenarioApproxImportanceSampling,0.99692
87,160.0,SAIS-ScenarioApproxImportanceSampling,0.99119
88,210.0,SAIS-ScenarioApproxImportanceSampling,0.99091
89,260.0,SAIS-ScenarioApproxImportanceSampling,0.99689
90,10.0,SAIS-ScenarioApproxImportanceSampling,0.93572
91,60.0,SAIS-ScenarioApproxImportanceSampling,0.98465
92,110.0,SAIS-ScenarioApproxImportanceSampling,0.97805
93,160.0,SAIS-ScenarioApproxImportanceSampling,0.99475
94,210.0,SAIS-ScenarioApproxImportanceSampling,0.99202
95,260.0,SAIS-ScenarioApproxImportanceSampling,0.99537
96,10.0,SAIS-ScenarioApproxImportanceSampling,0.92906
97,60.0,SAIS-ScenarioApproxImportanceSampling,0.99157
98,110.0,SAIS-ScenarioApproxImportanceSampling,0.97898
99,160.0,SAIS-ScenarioApproxImportanceSampling,0.99558
100,210.0,SAIS-ScenarioApproxImportanceSampling,0.99243
101,260.0,SAIS-ScenarioApproxImportanceSampling,0.99781
102,10.0,SAIS-ScenarioApproxImportanceSampling,0.94162
103,60.0,SAIS-ScenarioApproxImportanceSampling,0.94473
104,110.0,SAIS-ScenarioApproxImportanceSampling,0.98633
105,160.0,SAIS-ScenarioApproxImportanceSampling,0.99544
106,210.0,SAIS-ScenarioApproxImportanceSampling,0.9885
107,260.0,SAIS-ScenarioApproxImportanceSampling,0.99457
108,10.0,SAIS-ScenarioApproxImportanceSampling,0.90505
109,60.0,SAIS-ScenarioApproxImportanceSampling,0.98852
110,110.0,SAIS-ScenarioApproxImportanceSampling,0.98769
111,160.0,SAIS-ScenarioApproxImportanceSampling,0.99095
112,210.0,SAIS-ScenarioApproxImportanceSampling,0.99483
113,260.0,SAIS-ScenarioApproxImportanceSampling,0.99669
114,10.0,SAIS-ScenarioApproxImportanceSampling,0.9199
115,60.0,SAIS-ScenarioApproxImportanceSampling,0.98238
116,110.0,SAIS-ScenarioApproxImportanceSampling,0.99002
117,160.0,SAIS-ScenarioApproxImportanceSampling,0.99556
118,210.0,SAIS-ScenarioApproxImportanceSampling,0.99329
119,260.0,SAIS-ScenarioApproxImportanceSampling,0.99216
120,10.0,SAIS-ScenarioApproxImportanceSampling,0.8982
121,60.0,SAIS-ScenarioApproxImportanceSampling,0.99498
122,110.0,SAIS-ScenarioApproxImportanceSampling,0.99074
123,160.0,SAIS-ScenarioApproxImportanceSampling,0.99571
124,210.0,SAIS-ScenarioApproxImportanceSampling,0.99318
125,260.0,SAIS-ScenarioApproxImportanceSampling,0.99548
126,10.0,SAIS-ScenarioApproxImportanceSampling,0.86705
127,60.0,SAIS-ScenarioApproxImportanceSampling,0.97843
128,110.0,SAIS-ScenarioApproxImportanceSampling,0.99512
129,160.0,SAIS-ScenarioApproxImportanceSampling,0.99615
130,210.0,SAIS-ScenarioApproxImportanceSampling,0.99254
131,260.0,SAIS-ScenarioApproxImportanceSampling,0.99561
132,10.0,SAIS-ScenarioApproxImportanceSampling,0.90302
133,60.0,SAIS-ScenarioApproxImportanceSampling,0.98034
134,110.0,SAIS-ScenarioApproxImportanceSampling,0.98125
135,160.0,SAIS-ScenarioApproxImportanceSampling,0.99271
136,210.0,SAIS-ScenarioApproxImportanceSampling,0.99535
137,260.0,SAIS-ScenarioApproxImportanceSampling,0.99583
138,10.0,SAIS-ScenarioApproxImportanceSampling,0.90779
139,60.0,SAIS-ScenarioApproxImportanceSampling,0.97977
140,110.0,SAIS-ScenarioApproxImportanceSampling,0.98774
141,160.0,SAIS-ScenarioApproxImportanceSampling,0.99551
142,210.0,SAIS-ScenarioApproxImportanceSampling,0.99757
143,260.0,SAIS-ScenarioApproxImportanceSampling,0.99621
144,10.0,SAIS-ScenarioApproxImportanceSampling,0.88764
145,60.0,SAIS-ScenarioApproxImportanceSampling,0.97989
146,110.0,SAIS-ScenarioApproxImportanceSampling,0.99441
147,160.0,SAIS-ScenarioApproxImportanceSampling,0.9928
148,210.0,SAIS-ScenarioApproxImportanceSampling,0.99708
149,260.0,SAIS-ScenarioApproxImportanceSampling,0.99645
150,10.0,SAIS-ScenarioApproxImportanceSampling,0.90366
151,60.0,SAIS-ScenarioApproxImportanceSampling,0.99527
152,110.0,SAIS-ScenarioApproxImportanceSampling,0.98969
153,160.0,SAIS-ScenarioApproxImportanceSampling,0.99089
154,210.0,SAIS-ScenarioApproxImportanceSampling,0.99365
155,260.0,SAIS-ScenarioApproxImportanceSampling,0.99742
156,10.0,SAIS-ScenarioApproxImportanceSampling,0.9387
157,60.0,SAIS-ScenarioApproxImportanceSampling,0.97471
158,110.0,SAIS-ScenarioApproxImportanceSampling,0.9888
159,160.0,SAIS-ScenarioApproxImportanceSampling,0.98975
160,210.0,SAIS-ScenarioApproxImportanceSampling,0.99236
161,260.0,SAIS-ScenarioApproxImportanceSampling,0.99784
162,10.0,SAIS-ScenarioApproxImportanceSampling,0.87369
163,60.0,SAIS-ScenarioApproxImportanceSampling,0.98004
164,110.0,SAIS-ScenarioApproxImportanceSampling,0.98665
165,160.0,SAIS-ScenarioApproxImportanceSampling,0.99761
166,210.0,SAIS-ScenarioApproxImportanceSampling,0.99633
167,260.0,SAIS-ScenarioApproxImportanceSampling,0.99624
168,10.0,SAIS-ScenarioApproxImportanceSampling,0.87378
169,60.0,SAIS-ScenarioApproxImportanceSampling,0.97581
170,110.0,SAIS-ScenarioApproxImportanceSampling,0.98709
171,160.0,SAIS-ScenarioApproxImportanceSampling,0.99383
172,210.0,SAIS-ScenarioApproxImportanceSampling,0.99736
173,260.0,SAIS-ScenarioApproxImportanceSampling,0.99616
174,10.0,SAIS-ScenarioApproxImportanceSampling,0.8892
175,60.0,SAIS-ScenarioApproxImportanceSampling,0.98359
176,110.0,SAIS-ScenarioApproxImportanceSampling,0.9875
177,160.0,SAIS-ScenarioApproxImportanceSampling,0.99069
178,210.0,SAIS-ScenarioApproxImportanceSampling,0.99521
179,260.0,SAIS-ScenarioApproxImportanceSampling,0.98745
180,10.0,SAIS-ScenarioApproxImportanceSampling,0.83878
181,60.0,SAIS-ScenarioApproxImportanceSampling,0.9653
182,110.0,SAIS-ScenarioApproxImportanceSampling,0.98979
183,160.0,SAIS-ScenarioApproxImportanceSampling,0.99021
184,210.0,SAIS-ScenarioApproxImportanceSampling,0.99465
185,260.0,SAIS-ScenarioApproxImportanceSampling,0.99578
186,10.0,SAIS-ScenarioApproxImportanceSampling,0.93428
187,60.0,SAIS-ScenarioApproxImportanceSampling,0.97646
188,110.0,SAIS-ScenarioApproxImportanceSampling,0.98337
189,160.0,SAIS-ScenarioApproxImportanceSampling,0.99372
190,210.0,SAIS-ScenarioApproxImportanceSampling,0.98928
191,260.0,SAIS-ScenarioApproxImportanceSampling,0.99739
192,10.0,SAIS-ScenarioApproxImportanceSampling,0.87863
193,60.0,SAIS-ScenarioApproxImportanceSampling,0.98596
194,110.0,SAIS-ScenarioApproxImportanceSampling,0.98091
195,160.0,SAIS-ScenarioApproxImportanceSampling,0.99883
196,210.0,SAIS-ScenarioApproxImportanceSampling,0.99556
197,260.0,SAIS-ScenarioApproxImportanceSampling,0.9959
198,10.0,SAIS-ScenarioApproxImportanceSampling,0.85777
199,60.0,SAIS-ScenarioApproxImportanceSampling,0.98978
200,110.0,SAIS-ScenarioApproxImportanceSampling,0.99298
201,160.0,SAIS-ScenarioApproxImportanceSampling,0.99648
202,210.0,SAIS-ScenarioApproxImportanceSampling,0.9933
203,260.0,SAIS-ScenarioApproxImportanceSampling,0.99866
204,10.0,SAIS-ScenarioApproxImportanceSampling,0.94779
205,60.0,SAIS-ScenarioApproxImportanceSampling,0.9832
206,110.0,SAIS-ScenarioApproxImportanceSampling,0.9941
207,160.0,SAIS-ScenarioApproxImportanceSampling,0.99608
208,210.0,SAIS-ScenarioApproxImportanceSampling,0.9972
209,260.0,SAIS-ScenarioApproxImportanceSampling,0.99483
210,10.0,SAIS-ScenarioApproxImportanceSampling,0.91581
211,60.0,SAIS-ScenarioApproxImportanceSampling,0.97553
212,110.0,SAIS-ScenarioApproxImportanceSampling,0.98178
213,160.0,SAIS-ScenarioApproxImportanceSampling,0.99147
214,210.0,SAIS-ScenarioApproxImportanceSampling,0.99191
215,260.0,SAIS-ScenarioApproxImportanceSampling,0.99798
216,10.0,SAIS-ScenarioApproxImportanceSampling,0.94147
217,60.0,SAIS-ScenarioApproxImportanceSampling,0.98476
218,110.0,SAIS-ScenarioApproxImportanceSampling,0.99809
219,160.0,SAIS-ScenarioApproxImportanceSampling,0.99506
220,210.0,SAIS-ScenarioApproxImportanceSampling,0.99327
221,260.0,SAIS-ScenarioApproxImportanceSampling,0.99468
222,10.0,SAIS-ScenarioApproxImportanceSampling,0.88994
223,60.0,SAIS-ScenarioApproxImportanceSampling,0.98622
224,110.0,SAIS-ScenarioApproxImportanceSampling,0.98252
225,160.0,SAIS-ScenarioApproxImportanceSampling,0.99473
226,210.0,SAIS-ScenarioApproxImportanceSampling,0.99778
227,260.0,SAIS-ScenarioApproxImportanceSampling,0.99544
228,10.0,SAIS-ScenarioApproxImportanceSampling,0.9333
229,60.0,SAIS-ScenarioApproxImportanceSampling,0.98323
230,110.0,SAIS-ScenarioApproxImportanceSampling,0.98729
231,160.0,SAIS-ScenarioApproxImportanceSampling,0.98945
232,210.0,SAIS-ScenarioApproxImportanceSampling,0.99345
233,260.0,SAIS-ScenarioApproxImportanceSampling,0.9976
234,10.0,SAIS-ScenarioApproxImportanceSampling,0.89989
235,60.0,SAIS-ScenarioApproxImportanceSampling,0.98497
236,110.0,SAIS-ScenarioApproxImportanceSampling,0.98669
237,160.0,SAIS-ScenarioApproxImportanceSampling,0.99388
238,210.0,SAIS-ScenarioApproxImportanceSampling,0.99499
239,260.0,SAIS-ScenarioApproxImportanceSampling,0.99465
240,10.0,SAIS-ScenarioApproxImportanceSampling,0.93478
241,60.0,SAIS-ScenarioApproxImportanceSampling,0.982
242,110.0,SAIS-ScenarioApproxImportanceSampling,0.98528
243,160.0,SAIS-ScenarioApproxImportanceSampling,0.99182
244,210.0,SAIS-ScenarioApproxImportanceSampling,0.98967
245,260.0,SAIS-ScenarioApproxImportanceSampling,0.98982
246,10.0,SAIS-ScenarioApproxImportanceSampling,0.95165
247,60.0,SAIS-ScenarioApproxImportanceSampling,0.991
248,110.0,SAIS-ScenarioApproxImportanceSampling,0.9962
249,160.0,SAIS-ScenarioApproxImportanceSampling,0.9891
250,210.0,SAIS-ScenarioApproxImportanceSampling,0.99503
251,260.0,SAIS-ScenarioApproxImportanceSampling,0.99628
252,10.0,SAIS-ScenarioApproxImportanceSampling,0.91762
253,60.0,SAIS-ScenarioApproxImportanceSampling,0.985
254,110.0,SAIS-ScenarioApproxImportanceSampling,0.99262
255,160.0,SAIS-ScenarioApproxImportanceSampling,0.99198
256,210.0,SAIS-ScenarioApproxImportanceSampling,0.9976
257,260.0,SAIS-ScenarioApproxImportanceSampling,0.99615
258,10.0,SAIS-ScenarioApproxImportanceSampling,0.95017
259,60.0,SAIS-ScenarioApproxImportanceSampling,0.976
260,110.0,SAIS-ScenarioApproxImportanceSampling,0.99221
261,160.0,SAIS-ScenarioApproxImportanceSampling,0.97366
262,210.0,SAIS-ScenarioApproxImportanceSampling,0.99557
263,260.0,SAIS-ScenarioApproxImportanceSampling,0.99488
264,10.0,SAIS-ScenarioApproxImportanceSampling,0.92619
265,60.0,SAIS-ScenarioApproxImportanceSampling,0.97181
266,110.0,SAIS-ScenarioApproxImportanceSampling,0.99595
267,160.0,SAIS-ScenarioApproxImportanceSampling,0.99609
268,210.0,SAIS-ScenarioApproxImportanceSampling,0.99765
269,260.0,SAIS-ScenarioApproxImportanceSampling,0.99139
270,10.0,SAIS-ScenarioApproxImportanceSampling,0.91505
271,60.0,SAIS-ScenarioApproxImportanceSampling,0.95828
272,110.0,SAIS-ScenarioApproxImportanceSampling,0.99035
273,160.0,SAIS-ScenarioApproxImportanceSampling,0.99817
274,210.0,SAIS-ScenarioApproxImportanceSampling,0.99408
275,260.0,SAIS-ScenarioApproxImportanceSampling,0.9945
276,10.0,SAIS-ScenarioApproxImportanceSampling,0.90587
277,60.0,SAIS-ScenarioApproxImportanceSampling,0.97575
278,110.0,SAIS-ScenarioApproxImportanceSampling,0.98685
279,160.0,SAIS-ScenarioApproxImportanceSampling,0.99304
280,210.0,SAIS-ScenarioApproxImportanceSampling,0.99276
281,260.0,SAIS-ScenarioApproxImportanceSampling,0.9969
282,10.0,SAIS-ScenarioApproxImportanceSampling,0.87548
283,60.0,SAIS-ScenarioApproxImportanceSampling,0.97832
284,110.0,SAIS-ScenarioApproxImportanceSampling,0.99349
285,160.0,SAIS-ScenarioApproxImportanceSampling,0.98811
286,210.0,SAIS-ScenarioApproxImportanceSampling,0.9977
287,260.0,SAIS-ScenarioApproxImportanceSampling,0.99595
288,10.0,SAIS-ScenarioApproxImportanceSampling,0.92298
289,60.0,SAIS-ScenarioApproxImportanceSampling,0.99083
290,110.0,SAIS-ScenarioApproxImportanceSampling,0.99154
291,160.0,SAIS-ScenarioApproxImportanceSampling,0.99242
292,210.0,SAIS-ScenarioApproxImportanceSampling,0.9962
293,260.0,SAIS-ScenarioApproxImportanceSampling,0.99136
294,10.0,SAIS-ScenarioApproxImportanceSampling,0.92776
295,60.0,SAIS-ScenarioApproxImportanceSampling,0.97832
296,110.0,SAIS-ScenarioApproxImportanceSampling,0.99471
297,160.0,SAIS-ScenarioApproxImportanceSampling,0.98756
298,210.0,SAIS-ScenarioApproxImportanceSampling,0.99476
299,260.0,SAIS-ScenarioApproxImportanceSampling,0.99634
300,10.0,SAIS-ScenarioApproxImportanceSampling,0.89925
301,60.0,SAIS-ScenarioApproxImportanceSampling,0.99043
302,110.0,SAIS-ScenarioApproxImportanceSampling,0.99365
303,160.0,SAIS-ScenarioApproxImportanceSampling,0.99404
304,210.0,SAIS-ScenarioApproxImportanceSampling,0.99824
305,260.0,SAIS-ScenarioApproxImportanceSampling,0.99568
306,10.0,SAIS-ScenarioApproxImportanceSampling,0.9514
307,60.0,SAIS-ScenarioApproxImportanceSampling,0.98082
308,110.0,SAIS-ScenarioApproxImportanceSampling,0.97953
309,160.0,SAIS-ScenarioApproxImportanceSampling,0.99341
310,210.0,SAIS-ScenarioApproxImportanceSampling,0.99132
311,260.0,SAIS-ScenarioApproxImportanceSampling,0.99564
312,10.0,SAIS-ScenarioApproxImportanceSampling,0.90437
313,60.0,SAIS-ScenarioApproxImportanceSampling,0.97492
314,110.0,SAIS-ScenarioApproxImportanceSampling,0.98596
315,160.0,SAIS-ScenarioApproxImportanceSampling,0.9957
316,210.0,SAIS-ScenarioApproxImportanceSampling,0.99861
317,260.0,SAIS-ScenarioApproxImportanceSampling,0.99451
318,10.0,SAIS-ScenarioApproxImportanceSampling,0.93137
319,60.0,SAIS-ScenarioApproxImportanceSampling,0.97103
320,110.0,SAIS-ScenarioApproxImportanceSampling,0.97547
321,160.0,SAIS-ScenarioApproxImportanceSampling,0.98642
322,210.0,SAIS-ScenarioApproxImportanceSampling,0.9973
323,260.0,SAIS-ScenarioApproxImportanceSampling,0.99486
324,10.0,SAIS-ScenarioApproxImportanceSampling,0.84563
325,60.0,SAIS-ScenarioApproxImportanceSampling,0.96423
326,110.0,SAIS-ScenarioApproxImportanceSampling,0.99231
327,160.0,SAIS-ScenarioApproxImportanceSampling,0.9965
328,210.0,SAIS-ScenarioApproxImportanceSampling,0.99697
329,260.0,SAIS-ScenarioApproxImportanceSampling,0.99705
330,10.0,SAIS-ScenarioApproxImportanceSampling,0.94051
331,60.0,SAIS-ScenarioApproxImportanceSampling,0.98332
332,110.0,SAIS-ScenarioApproxImportanceSampling,0.98785
333,160.0,SAIS-ScenarioApproxImportanceSampling,0.99379
334,210.0,SAIS-ScenarioApproxImportanceSampling,0.99371
335,260.0,SAIS-ScenarioApproxImportanceSampling,0.99415
336,10.0,SAIS-ScenarioApproxImportanceSampling,0.91346
337,60.0,SAIS-ScenarioApproxImportanceSampling,0.97692
338,110.0,SAIS-ScenarioApproxImportanceSampling,0.99171
339,160.0,SAIS-ScenarioApproxImportanceSampling,0.98758
340,210.0,SAIS-ScenarioApproxImportanceSampling,0.99231
341,260.0,SAIS-ScenarioApproxImportanceSampling,0.99518
342,10.0,SAIS-ScenarioApproxImportanceSampling,0.83666
343,60.0,SAIS-ScenarioApproxImportanceSampling,0.9668
344,110.0,SAIS-ScenarioApproxImportanceSampling,0.98695
345,160.0,SAIS-ScenarioApproxImportanceSampling,0.99373
346,210.0,SAIS-ScenarioApproxImportanceSampling,0.99462
347,260.0,SAIS-ScenarioApproxImportanceSampling,0.99648
348,10.0,SAIS-ScenarioApproxImportanceSampling,0.89871
349,60.0,SAIS-ScenarioApproxImportanceSampling,0.97216
350,110.0,SAIS-ScenarioApproxImportanceSampling,0.99122
351,160.0,SAIS-ScenarioApproxImportanceSampling,0.9898
352,210.0,SAIS-ScenarioApproxImportanceSampling,0.99319
353,260.0,SAIS-ScenarioApproxImportanceSampling,0.99648
354,10.0,SAIS-ScenarioApproxImportanceSampling,0.85599
355,60.0,SAIS-ScenarioApproxImportanceSampling,0.97596
356,110.0,SAIS-ScenarioApproxImportanceSampling,0.98262
357,160.0,SAIS-ScenarioApproxImportanceSampling,0.99492
358,210.0,SAIS-ScenarioApproxImportanceSampling,0.99239
359,260.0,SAIS-ScenarioApproxImportanceSampling,0.99669
360,10.0,SAIS-ScenarioApproxImportanceSampling,0.88691
361,60.0,SAIS-ScenarioApproxImportanceSampling,0.97414
362,110.0,SAIS-ScenarioApproxImportanceSampling,0.98938
363,160.0,SAIS-ScenarioApproxImportanceSampling,0.98986
364,210.0,SAIS-ScenarioApproxImportanceSampling,0.99453
365,260.0,SAIS-ScenarioApproxImportanceSampling,0.99266
366,10.0,SAIS-ScenarioApproxImportanceSampling,0.93819
367,60.0,SAIS-ScenarioApproxImportanceSampling,0.98605
368,110.0,SAIS-ScenarioApproxImportanceSampling,0.99469
369,160.0,SAIS-ScenarioApproxImportanceSampling,0.9953
370,210.0,SAIS-ScenarioApproxImportanceSampling,0.98613
371,260.0,SAIS-ScenarioApproxImportanceSampling,0.99691
