,N,Method,$\hat{\mathbb{P}}$
498,4800.0,SAO-ScenarioApproxWithO,0.9902
499,5400.0,SAO-ScenarioApproxWithO,0.99125
500,6000.0,SAO-ScenarioApproxWithO,0.99416
501,6600.0,SAO-ScenarioApproxWithO,0.99277
502,7200.0,SAO-ScenarioApproxWithO,0.99368
503,7800.0,SAO-ScenarioApproxWithO,0.99403
504,1200.0,SAO-ScenarioApproxWithO,0.96711
505,1800.0,SAO-ScenarioApproxWithO,0.97377
506,2400.0,SAO-ScenarioApproxWithO,0.97946
507,3000.0,SAO-ScenarioApproxWithO,0.98758
508,3600.0,SAO-ScenarioApproxWithO,0.98547
509,4200.0,SAO-ScenarioApproxWithO,0.98944
510,4800.0,SAO-ScenarioApproxWithO,0.9894
511,5400.0,SAO-ScenarioApproxWithO,0.99191
512,6000.0,SAO-ScenarioApproxWithO,0.99342
513,6600.0,SAO-ScenarioApproxWithO,0.99317
514,7200.0,SAO-ScenarioApproxWithO,0.99501
515,7800.0,SAO-ScenarioApproxWithO,0.99326
516,1200.0,SAO-ScenarioApproxWithO,0.95283
517,1800.0,SAO-ScenarioApproxWithO,0.97661
518,2400.0,SAO-ScenarioApproxWithO,0.98499
519,3000.0,SAO-ScenarioApproxWithO,0.98805
520,3600.0,SAO-ScenarioApproxWithO,0.98812
521,4200.0,SAO-ScenarioApproxWithO,0.99023
522,4800.0,SAO-ScenarioApproxWithO,0.99122
523,5400.0,SAO-ScenarioApproxWithO,0.99215
524,6000.0,SAO-ScenarioApproxWithO,0.99086
525,6600.0,SAO-ScenarioApproxWithO,0.99297
526,7200.0,SAO-ScenarioApproxWithO,0.99293
527,7800.0,SAO-ScenarioApproxWithO,0.99378
528,1200.0,SAO-ScenarioApproxWithO,0.96824
529,1800.0,SAO-ScenarioApproxWithO,0.97362
530,2400.0,SAO-ScenarioApproxWithO,0.98023
531,3000.0,SAO-ScenarioApproxWithO,0.98361
532,3600.0,SAO-ScenarioApproxWithO,0.98676
533,4200.0,SAO-ScenarioApproxWithO,0.98912
534,4800.0,SAO-ScenarioApproxWithO,0.99109
535,5400.0,SAO-ScenarioApproxWithO,0.9921
536,6000.0,SAO-ScenarioApproxWithO,0.99105
537,6600.0,SAO-ScenarioApproxWithO,0.9937
538,7200.0,SAO-ScenarioApproxWithO,0.9955
539,7800.0,SAO-ScenarioApproxWithO,0.99462
540,1200.0,SAO-ScenarioApproxWithO,0.96301
541,1800.0,SAO-ScenarioApproxWithO,0.97577
542,2400.0,SAO-ScenarioApproxWithO,0.98325
543,3000.0,SAO-ScenarioApproxWithO,0.98454
544,3600.0,SAO-ScenarioApproxWithO,0.98804
545,4200.0,SAO-ScenarioApproxWithO,0.99094
546,4800.0,SAO-ScenarioApproxWithO,0.99254
547,5400.0,SAO-ScenarioApproxWithO,0.99174
548,6000.0,SAO-ScenarioApproxWithO,0.99439
549,6600.0,SAO-ScenarioApproxWithO,0.99151
550,7200.0,SAO-ScenarioApproxWithO,0.99471
551,7800.0,SAO-ScenarioApproxWithO,0.99343
552,1200.0,SAO-ScenarioApproxWithO,0.96778
553,1800.0,SAO-ScenarioApproxWithO,0.97765
554,2400.0,SAO-ScenarioApproxWithO,0.98554
555,3000.0,SAO-ScenarioApproxWithO,0.98469
556,3600.0,SAO-ScenarioApproxWithO,0.98845
557,4200.0,SAO-ScenarioApproxWithO,0.99163
558,4800.0,SAO-ScenarioApproxWithO,0.99081
559,5400.0,SAO-ScenarioApproxWithO,0.98993
560,6000.0,SAO-ScenarioApproxWithO,0.9908
561,6600.0,SAO-ScenarioApproxWithO,0.99383
562,7200.0,SAO-ScenarioApproxWithO,0.99383
563,7800.0,SAO-ScenarioApproxWithO,0.99496
564,1200.0,SAO-ScenarioApproxWithO,0.9603
565,1800.0,SAO-ScenarioApproxWithO,0.97777
566,2400.0,SAO-ScenarioApproxWithO,0.97757
567,3000.0,SAO-ScenarioApproxWithO,0.98566
568,3600.0,SAO-ScenarioApproxWithO,0.98707
569,4200.0,SAO-ScenarioApproxWithO,0.98908
570,4800.0,SAO-ScenarioApproxWithO,0.98821
571,5400.0,SAO-ScenarioApproxWithO,0.99062
572,6000.0,SAO-ScenarioApproxWithO,0.99277
573,6600.0,SAO-ScenarioApproxWithO,0.9931
574,7200.0,SAO-ScenarioApproxWithO,0.99399
575,7800.0,SAO-ScenarioApproxWithO,0.99452
576,1200.0,SAO-ScenarioApproxWithO,0.96414
577,1800.0,SAO-ScenarioApproxWithO,0.97409
578,2400.0,SAO-ScenarioApproxWithO,0.98108
579,3000.0,SAO-ScenarioApproxWithO,0.98724
580,3600.0,SAO-ScenarioApproxWithO,0.98767
581,4200.0,SAO-ScenarioApproxWithO,0.98894
582,4800.0,SAO-ScenarioApproxWithO,0.99135
583,5400.0,SAO-ScenarioApproxWithO,0.99312
584,6000.0,SAO-ScenarioApproxWithO,0.99384
585,6600.0,SAO-ScenarioApproxWithO,0.99216
586,7200.0,SAO-ScenarioApproxWithO,0.99438
587,7800.0,SAO-ScenarioApproxWithO,0.9945
588,1200.0,SAO-ScenarioApproxWithO,0.96832
589,1800.0,SAO-ScenarioApproxWithO,0.97142
590,2400.0,SAO-ScenarioApproxWithO,0.98117
591,3000.0,SAO-ScenarioApproxWithO,0.98348
592,3600.0,SAO-ScenarioApproxWithO,0.98603
593,4200.0,SAO-ScenarioApproxWithO,0.9875
594,4800.0,SAO-ScenarioApproxWithO,0.99252
595,5400.0,SAO-ScenarioApproxWithO,0.99182
596,6000.0,SAO-ScenarioApproxWithO,0.99084
597,6600.0,SAO-ScenarioApproxWithO,0.99436
598,7200.0,SAO-ScenarioApproxWithO,0.99379
599,7800.0,SAO-ScenarioApproxWithO,0.99263
600,1200.0,SAO-ScenarioApproxWithO,0.97012
601,1800.0,SAO-ScenarioApproxWithO,0.97454
602,2400.0,SAO-ScenarioApproxWithO,0.98321
603,3000.0,SAO-ScenarioApproxWithO,0.98634
604,3600.0,SAO-ScenarioApproxWithO,0.98796
605,4200.0,SAO-ScenarioApproxWithO,0.99001
606,4800.0,SAO-ScenarioApproxWithO,0.99199
607,5400.0,SAO-ScenarioApproxWithO,0.99311
608,6000.0,SAO-ScenarioApproxWithO,0.9921
609,6600.0,SAO-ScenarioApproxWithO,0.99351
610,7200.0,SAO-ScenarioApproxWithO,0.99327
611,7800.0,SAO-ScenarioApproxWithO,0.99483
612,1200.0,SAO-ScenarioApproxWithO,0.96923
613,1800.0,SAO-ScenarioApproxWithO,0.97678
614,2400.0,SAO-ScenarioApproxWithO,0.98454
615,3000.0,SAO-ScenarioApproxWithO,0.98684
616,3600.0,SAO-ScenarioApproxWithO,0.98684
617,4200.0,SAO-ScenarioApproxWithO,0.99051
618,4800.0,SAO-ScenarioApproxWithO,0.99213
619,5400.0,SAO-ScenarioApproxWithO,0.99197
620,6000.0,SAO-ScenarioApproxWithO,0.99434
621,6600.0,SAO-ScenarioApproxWithO,0.99217
622,7200.0,SAO-ScenarioApproxWithO,0.99435
623,7800.0,SAO-ScenarioApproxWithO,0.99378
624,1200.0,SAO-ScenarioApproxWithO,0.96989
625,1800.0,SAO-ScenarioApproxWithO,0.98038
626,2400.0,SAO-ScenarioApproxWithO,0.98293
627,3000.0,SAO-ScenarioApproxWithO,0.98361
628,3600.0,SAO-ScenarioApproxWithO,0.98689
629,4200.0,SAO-ScenarioApproxWithO,0.98985
630,4800.0,SAO-ScenarioApproxWithO,0.99071
631,5400.0,SAO-ScenarioApproxWithO,0.99067
632,6000.0,SAO-ScenarioApproxWithO,0.99372
633,6600.0,SAO-ScenarioApproxWithO,0.99416
634,7200.0,SAO-ScenarioApproxWithO,0.99493
635,7800.0,SAO-ScenarioApproxWithO,0.99462
636,1200.0,SAO-ScenarioApproxWithO,0.96268
637,1800.0,SAO-ScenarioApproxWithO,0.97798
638,2400.0,SAO-ScenarioApproxWithO,0.98235
639,3000.0,SAO-ScenarioApproxWithO,0.98553
640,3600.0,SAO-ScenarioApproxWithO,0.98896
641,4200.0,SAO-ScenarioApproxWithO,0.98959
642,4800.0,SAO-ScenarioApproxWithO,0.99028
643,5400.0,SAO-ScenarioApproxWithO,0.99284
644,6000.0,SAO-ScenarioApproxWithO,0.99376
645,6600.0,SAO-ScenarioApproxWithO,0.99359
646,7200.0,SAO-ScenarioApproxWithO,0.99413
647,7800.0,SAO-ScenarioApproxWithO,0.99472
648,1200.0,SAO-ScenarioApproxWithO,0.96379
649,1800.0,SAO-ScenarioApproxWithO,0.98177
650,2400.0,SAO-ScenarioApproxWithO,0.98407
651,3000.0,SAO-ScenarioApproxWithO,0.98701
652,3600.0,SAO-ScenarioApproxWithO,0.98833
653,4200.0,SAO-ScenarioApproxWithO,0.98989
654,4800.0,SAO-ScenarioApproxWithO,0.99306
655,5400.0,SAO-ScenarioApproxWithO,0.99235
656,6000.0,SAO-ScenarioApproxWithO,0.99295
657,6600.0,SAO-ScenarioApproxWithO,0.99159
658,7200.0,SAO-ScenarioApproxWithO,0.99415
659,7800.0,SAO-ScenarioApproxWithO,0.99517
660,1200.0,SAO-ScenarioApproxWithO,0.95886
661,1800.0,SAO-ScenarioApproxWithO,0.97446
662,2400.0,SAO-ScenarioApproxWithO,0.9818
663,3000.0,SAO-ScenarioApproxWithO,0.98006
664,3600.0,SAO-ScenarioApproxWithO,0.9865
665,4200.0,SAO-ScenarioApproxWithO,0.98725
666,4800.0,SAO-ScenarioApproxWithO,0.99252
667,5400.0,SAO-ScenarioApproxWithO,0.9934
668,6000.0,SAO-ScenarioApproxWithO,0.99256
669,6600.0,SAO-ScenarioApproxWithO,0.99255
670,7200.0,SAO-ScenarioApproxWithO,0.99536
671,7800.0,SAO-ScenarioApproxWithO,0.99571
672,1200.0,SAO-ScenarioApproxWithO,0.96727
673,1800.0,SAO-ScenarioApproxWithO,0.9736
674,2400.0,SAO-ScenarioApproxWithO,0.98069
675,3000.0,SAO-ScenarioApproxWithO,0.98477
676,3600.0,SAO-ScenarioApproxWithO,0.98893
677,4200.0,SAO-ScenarioApproxWithO,0.99175
678,4800.0,SAO-ScenarioApproxWithO,0.99058
679,5400.0,SAO-ScenarioApproxWithO,0.99345
680,6000.0,SAO-ScenarioApproxWithO,0.99285
681,6600.0,SAO-ScenarioApproxWithO,0.99309
682,7200.0,SAO-ScenarioApproxWithO,0.99373
683,7800.0,SAO-ScenarioApproxWithO,0.99408
684,1200.0,SAO-ScenarioApproxWithO,0.96727
685,1800.0,SAO-ScenarioApproxWithO,0.97559
686,2400.0,SAO-ScenarioApproxWithO,0.98132
687,3000.0,SAO-ScenarioApproxWithO,0.98782
688,3600.0,SAO-ScenarioApproxWithO,0.98616
689,4200.0,SAO-ScenarioApproxWithO,0.99115
690,4800.0,SAO-ScenarioApproxWithO,0.99051
691,5400.0,SAO-ScenarioApproxWithO,0.99121
692,6000.0,SAO-ScenarioApproxWithO,0.99372
693,6600.0,SAO-ScenarioApproxWithO,0.9939
694,7200.0,SAO-ScenarioApproxWithO,0.99379
695,7800.0,SAO-ScenarioApproxWithO,0.99495
696,1200.0,SAO-ScenarioApproxWithO,0.96683
697,1800.0,SAO-ScenarioApproxWithO,0.97598
698,2400.0,SAO-ScenarioApproxWithO,0.97675
699,3000.0,SAO-ScenarioApproxWithO,0.98164
700,3600.0,SAO-ScenarioApproxWithO,0.98872
701,4200.0,SAO-ScenarioApproxWithO,0.99046
702,4800.0,SAO-ScenarioApproxWithO,0.99024
703,5400.0,SAO-ScenarioApproxWithO,0.99309
704,6000.0,SAO-ScenarioApproxWithO,0.99236
705,6600.0,SAO-ScenarioApproxWithO,0.99329
706,7200.0,SAO-ScenarioApproxWithO,0.99362
707,7800.0,SAO-ScenarioApproxWithO,0.99266
708,1200.0,SAO-ScenarioApproxWithO,0.95871
709,1800.0,SAO-ScenarioApproxWithO,0.97794
710,2400.0,SAO-ScenarioApproxWithO,0.98691
711,3000.0,SAO-ScenarioApproxWithO,0.98756
712,3600.0,SAO-ScenarioApproxWithO,0.98778
713,4200.0,SAO-ScenarioApproxWithO,0.99056
714,4800.0,SAO-ScenarioApproxWithO,0.99237
715,5400.0,SAO-ScenarioApproxWithO,0.99231
716,6000.0,SAO-ScenarioApproxWithO,0.99365
717,6600.0,SAO-ScenarioApproxWithO,0.99219
718,7200.0,SAO-ScenarioApproxWithO,0.99319
719,7800.0,SAO-ScenarioApproxWithO,0.99507
720,1200.0,SAO-ScenarioApproxWithO,0.95393
721,1800.0,SAO-ScenarioApproxWithO,0.97691
722,2400.0,SAO-ScenarioApproxWithO,0.98235
723,3000.0,SAO-ScenarioApproxWithO,0.98618
724,3600.0,SAO-ScenarioApproxWithO,0.98633
725,4200.0,SAO-ScenarioApproxWithO,0.98818
726,4800.0,SAO-ScenarioApproxWithO,0.98994
727,5400.0,SAO-ScenarioApproxWithO,0.99315
728,6000.0,SAO-ScenarioApproxWithO,0.99007
729,6600.0,SAO-ScenarioApproxWithO,0.99472
730,7200.0,SAO-ScenarioApproxWithO,0.99266
731,7800.0,SAO-ScenarioApproxWithO,0.99382
732,1200.0,SAO-ScenarioApproxWithO,0.9663
733,1800.0,SAO-ScenarioApproxWithO,0.9706
734,2400.0,SAO-ScenarioApproxWithO,0.98304
735,3000.0,SAO-ScenarioApproxWithO,0.98446
736,3600.0,SAO-ScenarioApproxWithO,0.98868
737,4200.0,SAO-ScenarioApproxWithO,0.98963
738,4800.0,SAO-ScenarioApproxWithO,0.99233
739,5400.0,SAO-ScenarioApproxWithO,0.99224
740,6000.0,SAO-ScenarioApproxWithO,0.99528
741,6600.0,SAO-ScenarioApproxWithO,0.99299
742,7200.0,SAO-ScenarioApproxWithO,0.99545
743,7800.0,SAO-ScenarioApproxWithO,0.99554
744,1200.0,SAO-ScenarioApproxWithO,0.97046
745,1800.0,SAO-ScenarioApproxWithO,0.97177
746,2400.0,SAO-ScenarioApproxWithO,0.97717
747,3000.0,SAO-ScenarioApproxWithO,0.98307
748,3600.0,SAO-ScenarioApproxWithO,0.9897
749,4200.0,SAO-ScenarioApproxWithO,0.98844
750,4800.0,SAO-ScenarioApproxWithO,0.99167
751,5400.0,SAO-ScenarioApproxWithO,0.99111
752,6000.0,SAO-ScenarioApproxWithO,0.99032
753,6600.0,SAO-ScenarioApproxWithO,0.99268
754,7200.0,SAO-ScenarioApproxWithO,0.99247
755,7800.0,SAO-ScenarioApproxWithO,0.99302
756,1200.0,SAO-ScenarioApproxWithO,0.96726
757,1800.0,SAO-ScenarioApproxWithO,0.97343
758,2400.0,SAO-ScenarioApproxWithO,0.98714
759,3000.0,SAO-ScenarioApproxWithO,0.98001
760,3600.0,SAO-ScenarioApproxWithO,0.98745
761,4200.0,SAO-ScenarioApproxWithO,0.99031
762,4800.0,SAO-ScenarioApproxWithO,0.98882
763,5400.0,SAO-ScenarioApproxWithO,0.99409
764,6000.0,SAO-ScenarioApproxWithO,0.99374
765,6600.0,SAO-ScenarioApproxWithO,0.99383
766,7200.0,SAO-ScenarioApproxWithO,0.99465
767,7800.0,SAO-ScenarioApproxWithO,0.99424
768,1200.0,SAO-ScenarioApproxWithO,0.96476
769,1800.0,SAO-ScenarioApproxWithO,0.97117
770,2400.0,SAO-ScenarioApproxWithO,0.98016
771,3000.0,SAO-ScenarioApproxWithO,0.98376
772,3600.0,SAO-ScenarioApproxWithO,0.98635
773,4200.0,SAO-ScenarioApproxWithO,0.98877
774,4800.0,SAO-ScenarioApproxWithO,0.99045
775,5400.0,SAO-ScenarioApproxWithO,0.99129
776,6000.0,SAO-ScenarioApproxWithO,0.99244
777,6600.0,SAO-ScenarioApproxWithO,0.99112
778,7200.0,SAO-ScenarioApproxWithO,0.99218
779,7800.0,SAO-ScenarioApproxWithO,0.99435
780,1200.0,SAO-ScenarioApproxWithO,0.96662
781,1800.0,SAO-ScenarioApproxWithO,0.97522
782,2400.0,SAO-ScenarioApproxWithO,0.98132
783,3000.0,SAO-ScenarioApproxWithO,0.98365
784,3600.0,SAO-ScenarioApproxWithO,0.98976
785,4200.0,SAO-ScenarioApproxWithO,0.99033
786,4800.0,SAO-ScenarioApproxWithO,0.98963
787,5400.0,SAO-ScenarioApproxWithO,0.99184
788,6000.0,SAO-ScenarioApproxWithO,0.99328
789,6600.0,SAO-ScenarioApproxWithO,0.99443
790,7200.0,SAO-ScenarioApproxWithO,0.99414
791,7800.0,SAO-ScenarioApproxWithO,0.9946
792,1200.0,SAO-ScenarioApproxWithO,0.95721
793,1800.0,SAO-ScenarioApproxWithO,0.97766
794,2400.0,SAO-ScenarioApproxWithO,0.98297
795,3000.0,SAO-ScenarioApproxWithO,0.98317
796,3600.0,SAO-ScenarioApproxWithO,0.98539
797,4200.0,SAO-ScenarioApproxWithO,0.98915
798,4800.0,SAO-ScenarioApproxWithO,0.99073
799,5400.0,SAO-ScenarioApproxWithO,0.99254
800,6000.0,SAO-ScenarioApproxWithO,0.99456
801,6600.0,SAO-ScenarioApproxWithO,0.99343
802,7200.0,SAO-ScenarioApproxWithO,0.99371
803,7800.0,SAO-ScenarioApproxWithO,0.99371
804,1200.0,SAO-ScenarioApproxWithO,0.95573
805,1800.0,SAO-ScenarioApproxWithO,0.97668
806,2400.0,SAO-ScenarioApproxWithO,0.98192
807,3000.0,SAO-ScenarioApproxWithO,0.98367
808,3600.0,SAO-ScenarioApproxWithO,0.98877
809,4200.0,SAO-ScenarioApproxWithO,0.99011
810,4800.0,SAO-ScenarioApproxWithO,0.99147
811,5400.0,SAO-ScenarioApproxWithO,0.99263
812,6000.0,SAO-ScenarioApproxWithO,0.99332
813,6600.0,SAO-ScenarioApproxWithO,0.99301
814,7200.0,SAO-ScenarioApproxWithO,0.99387
815,7800.0,SAO-ScenarioApproxWithO,0.99356
816,1200.0,SAO-ScenarioApproxWithO,0.95998
817,1800.0,SAO-ScenarioApproxWithO,0.97369
818,2400.0,SAO-ScenarioApproxWithO,0.98587
819,3000.0,SAO-ScenarioApproxWithO,0.98588
820,3600.0,SAO-ScenarioApproxWithO,0.98704
821,4200.0,SAO-ScenarioApproxWithO,0.98956
822,4800.0,SAO-ScenarioApproxWithO,0.9913
823,5400.0,SAO-ScenarioApproxWithO,0.99229
824,6000.0,SAO-ScenarioApproxWithO,0.99306
825,6600.0,SAO-ScenarioApproxWithO,0.9931
826,7200.0,SAO-ScenarioApproxWithO,0.99397
827,7800.0,SAO-ScenarioApproxWithO,0.99408
828,1200.0,SAO-ScenarioApproxWithO,0.9602
829,1800.0,SAO-ScenarioApproxWithO,0.97722
830,2400.0,SAO-ScenarioApproxWithO,0.98175
831,3000.0,SAO-ScenarioApproxWithO,0.98649
832,3600.0,SAO-ScenarioApproxWithO,0.9866
833,4200.0,SAO-ScenarioApproxWithO,0.99001
834,4800.0,SAO-ScenarioApproxWithO,0.99146
835,5400.0,SAO-ScenarioApproxWithO,0.99096
836,6000.0,SAO-ScenarioApproxWithO,0.99382
837,6600.0,SAO-ScenarioApproxWithO,0.99219
838,7200.0,SAO-ScenarioApproxWithO,0.99393
839,7800.0,SAO-ScenarioApproxWithO,0.99485
840,1200.0,SAO-ScenarioApproxWithO,0.96127
841,1800.0,SAO-ScenarioApproxWithO,0.97533
842,2400.0,SAO-ScenarioApproxWithO,0.98343
843,3000.0,SAO-ScenarioApproxWithO,0.98511
844,3600.0,SAO-ScenarioApproxWithO,0.98858
845,4200.0,SAO-ScenarioApproxWithO,0.98954
846,4800.0,SAO-ScenarioApproxWithO,0.98904
847,5400.0,SAO-ScenarioApproxWithO,0.99206
848,6000.0,SAO-ScenarioApproxWithO,0.99351
849,6600.0,SAO-ScenarioApproxWithO,0.99289
850,7200.0,SAO-ScenarioApproxWithO,0.99331
851,7800.0,SAO-ScenarioApproxWithO,0.99493
852,1200.0,SAO-ScenarioApproxWithO,0.96018
853,1800.0,SAO-ScenarioApproxWithO,0.97985
854,2400.0,SAO-ScenarioApproxWithO,0.98255
855,3000.0,SAO-ScenarioApproxWithO,0.98238
856,3600.0,SAO-ScenarioApproxWithO,0.98578
857,4200.0,SAO-ScenarioApproxWithO,0.99215
858,4800.0,SAO-ScenarioApproxWithO,0.99222
859,5400.0,SAO-ScenarioApproxWithO,0.98959
860,6000.0,SAO-ScenarioApproxWithO,0.99133
861,6600.0,SAO-ScenarioApproxWithO,0.99155
862,7200.0,SAO-ScenarioApproxWithO,0.99379
863,7800.0,SAO-ScenarioApproxWithO,0.99383
864,1200.0,SAO-ScenarioApproxWithO,0.95773
865,1800.0,SAO-ScenarioApproxWithO,0.97749
866,2400.0,SAO-ScenarioApproxWithO,0.98634
867,3000.0,SAO-ScenarioApproxWithO,0.98632
868,3600.0,SAO-ScenarioApproxWithO,0.98858
869,4200.0,SAO-ScenarioApproxWithO,0.98805
870,4800.0,SAO-ScenarioApproxWithO,0.98959
871,5400.0,SAO-ScenarioApproxWithO,0.99206
872,6000.0,SAO-ScenarioApproxWithO,0.99166
873,6600.0,SAO-ScenarioApproxWithO,0.99266
874,7200.0,SAO-ScenarioApproxWithO,0.9932
875,7800.0,SAO-ScenarioApproxWithO,0.99361
876,1200.0,SAO-ScenarioApproxWithO,0.96071
877,1800.0,SAO-ScenarioApproxWithO,0.97944
878,2400.0,SAO-ScenarioApproxWithO,0.9778
879,3000.0,SAO-ScenarioApproxWithO,0.98338
880,3600.0,SAO-ScenarioApproxWithO,0.98738
881,4200.0,SAO-ScenarioApproxWithO,0.99161
882,4800.0,SAO-ScenarioApproxWithO,0.99074
883,5400.0,SAO-ScenarioApproxWithO,0.99149
884,6000.0,SAO-ScenarioApproxWithO,0.99335
885,6600.0,SAO-ScenarioApproxWithO,0.99271
886,7200.0,SAO-ScenarioApproxWithO,0.99369
887,7800.0,SAO-ScenarioApproxWithO,0.9931
888,1200.0,SAO-ScenarioApproxWithO,0.96565
889,1800.0,SAO-ScenarioApproxWithO,0.97972
890,2400.0,SAO-ScenarioApproxWithO,0.98228
891,3000.0,SAO-ScenarioApproxWithO,0.98597
892,3600.0,SAO-ScenarioApproxWithO,0.98765
893,4200.0,SAO-ScenarioApproxWithO,0.98931
894,4800.0,SAO-ScenarioApproxWithO,0.99183
895,5400.0,SAO-ScenarioApproxWithO,0.9906
896,6000.0,SAO-ScenarioApproxWithO,0.99291
897,6600.0,SAO-ScenarioApproxWithO,0.99417
898,7200.0,SAO-ScenarioApproxWithO,0.99181
899,7800.0,SAO-ScenarioApproxWithO,0.9933
900,1200.0,SAO-ScenarioApproxWithO,0.95895
901,1800.0,SAO-ScenarioApproxWithO,0.9798
902,2400.0,SAO-ScenarioApproxWithO,0.98431
903,3000.0,SAO-ScenarioApproxWithO,0.98549
904,3600.0,SAO-ScenarioApproxWithO,0.98649
905,4200.0,SAO-ScenarioApproxWithO,0.99117
906,4800.0,SAO-ScenarioApproxWithO,0.99068
907,5400.0,SAO-ScenarioApproxWithO,0.99305
908,6000.0,SAO-ScenarioApproxWithO,0.99285
909,6600.0,SAO-ScenarioApproxWithO,0.99263
910,7200.0,SAO-ScenarioApproxWithO,0.99327
911,7800.0,SAO-ScenarioApproxWithO,0.9928
912,1200.0,SAO-ScenarioApproxWithO,0.96608
913,1800.0,SAO-ScenarioApproxWithO,0.97281
914,2400.0,SAO-ScenarioApproxWithO,0.9832
915,3000.0,SAO-ScenarioApproxWithO,0.9844
916,3600.0,SAO-ScenarioApproxWithO,0.98942
917,4200.0,SAO-ScenarioApproxWithO,0.98891
918,4800.0,SAO-ScenarioApproxWithO,0.99158
919,5400.0,SAO-ScenarioApproxWithO,0.99202
920,6000.0,SAO-ScenarioApproxWithO,0.99169
921,6600.0,SAO-ScenarioApproxWithO,0.99177
922,7200.0,SAO-ScenarioApproxWithO,0.99411
923,7800.0,SAO-ScenarioApproxWithO,0.99258
924,1200.0,SAO-ScenarioApproxWithO,0.96452
925,1800.0,SAO-ScenarioApproxWithO,0.97778
926,2400.0,SAO-ScenarioApproxWithO,0.97636
927,3000.0,SAO-ScenarioApproxWithO,0.98692
928,3600.0,SAO-ScenarioApproxWithO,0.98889
929,4200.0,SAO-ScenarioApproxWithO,0.98846
930,4800.0,SAO-ScenarioApproxWithO,0.99045
931,5400.0,SAO-ScenarioApproxWithO,0.99168
932,6000.0,SAO-ScenarioApproxWithO,0.99241
933,6600.0,SAO-ScenarioApproxWithO,0.99448
934,7200.0,SAO-ScenarioApproxWithO,0.99343
935,7800.0,SAO-ScenarioApproxWithO,0.99516
936,1200.0,SAO-ScenarioApproxWithO,0.96329
937,1800.0,SAO-ScenarioApproxWithO,0.97305
938,2400.0,SAO-ScenarioApproxWithO,0.98048
939,3000.0,SAO-ScenarioApproxWithO,0.98461
940,3600.0,SAO-ScenarioApproxWithO,0.98785
941,4200.0,SAO-ScenarioApproxWithO,0.98794
942,4800.0,SAO-ScenarioApproxWithO,0.98982
943,5400.0,SAO-ScenarioApproxWithO,0.99115
944,6000.0,SAO-ScenarioApproxWithO,0.99272
945,6600.0,SAO-ScenarioApproxWithO,0.99241
946,7200.0,SAO-ScenarioApproxWithO,0.99524
947,7800.0,SAO-ScenarioApproxWithO,0.99474
948,1200.0,SAO-ScenarioApproxWithO,0.9667
949,1800.0,SAO-ScenarioApproxWithO,0.9766
950,2400.0,SAO-ScenarioApproxWithO,0.98229
951,3000.0,SAO-ScenarioApproxWithO,0.9878
952,3600.0,SAO-ScenarioApproxWithO,0.9903
953,4200.0,SAO-ScenarioApproxWithO,0.98629
954,4800.0,SAO-ScenarioApproxWithO,0.99459
955,5400.0,SAO-ScenarioApproxWithO,0.99216
956,6000.0,SAO-ScenarioApproxWithO,0.99334
957,6600.0,SAO-ScenarioApproxWithO,0.9947
958,7200.0,SAO-ScenarioApproxWithO,0.99346
959,7800.0,SAO-ScenarioApproxWithO,0.99211
960,1200.0,SAO-ScenarioApproxWithO,0.96217
961,1800.0,SAO-ScenarioApproxWithO,0.97161
962,2400.0,SAO-ScenarioApproxWithO,0.98178
963,3000.0,SAO-ScenarioApproxWithO,0.98493
964,3600.0,SAO-ScenarioApproxWithO,0.98728
965,4200.0,SAO-ScenarioApproxWithO,0.98907
966,4800.0,SAO-ScenarioApproxWithO,0.99131
967,5400.0,SAO-ScenarioApproxWithO,0.99291
968,6000.0,SAO-ScenarioApproxWithO,0.99236
969,6600.0,SAO-ScenarioApproxWithO,0.99381
970,7200.0,SAO-ScenarioApproxWithO,0.99232
971,7800.0,SAO-ScenarioApproxWithO,0.99591
972,1200.0,SAO-ScenarioApproxWithO,0.96552
973,1800.0,SAO-ScenarioApproxWithO,0.97423
974,2400.0,SAO-ScenarioApproxWithO,0.98018
975,3000.0,SAO-ScenarioApproxWithO,0.98378
976,3600.0,SAO-ScenarioApproxWithO,0.98708
977,4200.0,SAO-ScenarioApproxWithO,0.99038
978,4800.0,SAO-ScenarioApproxWithO,0.99128
979,5400.0,SAO-ScenarioApproxWithO,0.99244
980,6000.0,SAO-ScenarioApproxWithO,0.99375
981,6600.0,SAO-ScenarioApproxWithO,0.99434
982,7200.0,SAO-ScenarioApproxWithO,0.99395
983,7800.0,SAO-ScenarioApproxWithO,0.99472
984,1200.0,SAO-ScenarioApproxWithO,0.96192
985,1800.0,SAO-ScenarioApproxWithO,0.98113
986,2400.0,SAO-ScenarioApproxWithO,0.98545
987,3000.0,SAO-ScenarioApproxWithO,0.98525
988,3600.0,SAO-ScenarioApproxWithO,0.98694
989,4200.0,SAO-ScenarioApproxWithO,0.98955
990,4800.0,SAO-ScenarioApproxWithO,0.99195
991,5400.0,SAO-ScenarioApproxWithO,0.99182
992,6000.0,SAO-ScenarioApproxWithO,0.99368
993,6600.0,SAO-ScenarioApproxWithO,0.99367
994,7200.0,SAO-ScenarioApproxWithO,0.99434
995,7800.0,SAO-ScenarioApproxWithO,0.99359
996,1200.0,SAO-ScenarioApproxWithO,0.97031
