,N,Method,$\hat{\mathbb{P}}$
0,10.0,SAO-ScenarioApproxWithO,0.82671
1,60.0,SAO-ScenarioApproxWithO,0.9624
2,110.0,SAO-ScenarioApproxWithO,0.9556
3,160.0,SAO-ScenarioApproxWithO,0.97123
4,210.0,SAO-ScenarioApproxWithO,0.97153
5,260.0,SAO-ScenarioApproxWithO,0.98299
6,10.0,SAO-ScenarioApproxWithO,0.83759
7,60.0,SAO-ScenarioApproxWithO,0.93432
8,110.0,SAO-ScenarioApproxWithO,0.9446
9,160.0,SAO-ScenarioApproxWithO,0.9767
10,210.0,SAO-ScenarioApproxWithO,0.9557
11,260.0,SAO-ScenarioApproxWithO,0.9877
12,10.0,SAO-ScenarioApproxWithO,0.83231
13,60.0,SAO-ScenarioApproxWithO,0.91275
14,110.0,SAO-ScenarioApproxWithO,0.96104
15,160.0,SAO-ScenarioApproxWithO,0.96247
16,210.0,SAO-ScenarioApproxWithO,0.98772
17,260.0,SAO-ScenarioApproxWithO,0.97756
18,10.0,SAO-ScenarioApproxWithO,0.87057
19,60.0,SAO-ScenarioApproxWithO,0.9195
20,110.0,SAO-ScenarioApproxWithO,0.96504
21,160.0,SAO-ScenarioApproxWithO,0.98373
22,210.0,SAO-ScenarioApproxWithO,0.9727
23,260.0,SAO-ScenarioApproxWithO,0.97384
24,10.0,SAO-ScenarioApproxWithO,0.87226
25,60.0,SAO-ScenarioApproxWithO,0.96232
26,110.0,SAO-ScenarioApproxWithO,0.92862
27,160.0,SAO-ScenarioApproxWithO,0.97255
28,210.0,SAO-ScenarioApproxWithO,0.98151
29,260.0,SAO-ScenarioApproxWithO,0.98143
30,10.0,SAO-ScenarioApproxWithO,0.89617
31,60.0,SAO-ScenarioApproxWithO,0.91289
32,110.0,SAO-ScenarioApproxWithO,0.9868
33,160.0,SAO-ScenarioApproxWithO,0.96031
34,210.0,SAO-ScenarioApproxWithO,0.98652
35,260.0,SAO-ScenarioApproxWithO,0.99171
36,10.0,SAO-ScenarioApproxWithO,0.83095
37,60.0,SAO-ScenarioApproxWithO,0.94619
38,110.0,SAO-ScenarioApproxWithO,0.94752
39,160.0,SAO-ScenarioApproxWithO,0.97196
40,210.0,SAO-ScenarioApproxWithO,0.97802
41,260.0,SAO-ScenarioApproxWithO,0.98589
42,10.0,SAO-ScenarioApproxWithO,0.83117
43,60.0,SAO-ScenarioApproxWithO,0.91585
44,110.0,SAO-ScenarioApproxWithO,0.94782
45,160.0,SAO-ScenarioApproxWithO,0.97179
46,210.0,SAO-ScenarioApproxWithO,0.9747
47,260.0,SAO-ScenarioApproxWithO,0.96863
48,10.0,SAO-ScenarioApproxWithO,0.8345
49,60.0,SAO-ScenarioApproxWithO,0.92808
50,110.0,SAO-ScenarioApproxWithO,0.9658
51,160.0,SAO-ScenarioApproxWithO,0.97957
52,210.0,SAO-ScenarioApproxWithO,0.97646
53,260.0,SAO-ScenarioApproxWithO,0.98862
54,10.0,SAO-ScenarioApproxWithO,0.84561
55,60.0,SAO-ScenarioApproxWithO,0.93925
56,110.0,SAO-ScenarioApproxWithO,0.96533
57,160.0,SAO-ScenarioApproxWithO,0.98978
58,210.0,SAO-ScenarioApproxWithO,0.98472
59,260.0,SAO-ScenarioApproxWithO,0.98967
60,10.0,SAO-ScenarioApproxWithO,0.84779
61,60.0,SAO-ScenarioApproxWithO,0.89032
62,110.0,SAO-ScenarioApproxWithO,0.9512
63,160.0,SAO-ScenarioApproxWithO,0.97465
64,210.0,SAO-ScenarioApproxWithO,0.96646
65,260.0,SAO-ScenarioApproxWithO,0.97139
66,10.0,SAO-ScenarioApproxWithO,0.83409
67,60.0,SAO-ScenarioApproxWithO,0.93749
68,110.0,SAO-ScenarioApproxWithO,0.94731
69,160.0,SAO-ScenarioApproxWithO,0.98074
70,210.0,SAO-ScenarioApproxWithO,0.97072
71,260.0,SAO-ScenarioApproxWithO,0.96782
72,10.0,SAO-ScenarioApproxWithO,0.85902
73,60.0,SAO-ScenarioApproxWithO,0.94089
74,110.0,SAO-ScenarioApproxWithO,0.94966
75,160.0,SAO-ScenarioApproxWithO,0.97532
76,210.0,SAO-ScenarioApproxWithO,0.9817
77,260.0,SAO-ScenarioApproxWithO,0.9879
78,10.0,SAO-ScenarioApproxWithO,0.85412
79,60.0,SAO-ScenarioApproxWithO,0.91657
80,110.0,SAO-ScenarioApproxWithO,0.96649
81,160.0,SAO-ScenarioApproxWithO,0.97656
82,210.0,SAO-ScenarioApproxWithO,0.97358
83,260.0,SAO-ScenarioApproxWithO,0.98126
84,10.0,SAO-ScenarioApproxWithO,0.85311
85,60.0,SAO-ScenarioApproxWithO,0.95594
86,110.0,SAO-ScenarioApproxWithO,0.94758
87,160.0,SAO-ScenarioApproxWithO,0.98009
88,210.0,SAO-ScenarioApproxWithO,0.97755
89,260.0,SAO-ScenarioApproxWithO,0.98472
90,10.0,SAO-ScenarioApproxWithO,0.85192
91,60.0,SAO-ScenarioApproxWithO,0.9484
92,110.0,SAO-ScenarioApproxWithO,0.97968
93,160.0,SAO-ScenarioApproxWithO,0.97291
94,210.0,SAO-ScenarioApproxWithO,0.97558
95,260.0,SAO-ScenarioApproxWithO,0.97718
96,10.0,SAO-ScenarioApproxWithO,0.84738
97,60.0,SAO-ScenarioApproxWithO,0.94595
98,110.0,SAO-ScenarioApproxWithO,0.96337
99,160.0,SAO-ScenarioApproxWithO,0.97336
100,210.0,SAO-ScenarioApproxWithO,0.98308
101,260.0,SAO-ScenarioApproxWithO,0.97828
102,10.0,SAO-ScenarioApproxWithO,0.85687
103,60.0,SAO-ScenarioApproxWithO,0.90788
104,110.0,SAO-ScenarioApproxWithO,0.97872
105,160.0,SAO-ScenarioApproxWithO,0.95035
106,210.0,SAO-ScenarioApproxWithO,0.95134
107,260.0,SAO-ScenarioApproxWithO,0.98099
108,10.0,SAO-ScenarioApproxWithO,0.83735
109,60.0,SAO-ScenarioApproxWithO,0.90946
110,110.0,SAO-ScenarioApproxWithO,0.96612
111,160.0,SAO-ScenarioApproxWithO,0.97991
112,210.0,SAO-ScenarioApproxWithO,0.98714
113,260.0,SAO-ScenarioApproxWithO,0.96909
114,10.0,SAO-ScenarioApproxWithO,0.85298
115,60.0,SAO-ScenarioApproxWithO,0.91945
116,110.0,SAO-ScenarioApproxWithO,0.9862
117,160.0,SAO-ScenarioApproxWithO,0.97269
118,210.0,SAO-ScenarioApproxWithO,0.97562
119,260.0,SAO-ScenarioApproxWithO,0.98874
120,10.0,SAO-ScenarioApproxWithO,0.83233
121,60.0,SAO-ScenarioApproxWithO,0.95243
122,110.0,SAO-ScenarioApproxWithO,0.97047
123,160.0,SAO-ScenarioApproxWithO,0.98387
124,210.0,SAO-ScenarioApproxWithO,0.9777
125,260.0,SAO-ScenarioApproxWithO,0.98992
126,10.0,SAO-ScenarioApproxWithO,0.83223
127,60.0,SAO-ScenarioApproxWithO,0.92488
128,110.0,SAO-ScenarioApproxWithO,0.95445
129,160.0,SAO-ScenarioApproxWithO,0.98541
130,210.0,SAO-ScenarioApproxWithO,0.97644
131,260.0,SAO-ScenarioApproxWithO,0.97711
132,10.0,SAO-ScenarioApproxWithO,0.86974
133,60.0,SAO-ScenarioApproxWithO,0.93573
134,110.0,SAO-ScenarioApproxWithO,0.96956
135,160.0,SAO-ScenarioApproxWithO,0.97945
136,210.0,SAO-ScenarioApproxWithO,0.97897
137,260.0,SAO-ScenarioApproxWithO,0.97282
138,10.0,SAO-ScenarioApproxWithO,0.84502
139,60.0,SAO-ScenarioApproxWithO,0.88966
140,110.0,SAO-ScenarioApproxWithO,0.97704
141,160.0,SAO-ScenarioApproxWithO,0.9744
142,210.0,SAO-ScenarioApproxWithO,0.99074
143,260.0,SAO-ScenarioApproxWithO,0.96393
144,10.0,SAO-ScenarioApproxWithO,0.8296
145,60.0,SAO-ScenarioApproxWithO,0.9683
146,110.0,SAO-ScenarioApproxWithO,0.97079
147,160.0,SAO-ScenarioApproxWithO,0.97768
148,210.0,SAO-ScenarioApproxWithO,0.96916
149,260.0,SAO-ScenarioApproxWithO,0.98719
150,10.0,SAO-ScenarioApproxWithO,0.89201
151,60.0,SAO-ScenarioApproxWithO,0.96108
152,110.0,SAO-ScenarioApproxWithO,0.98609
153,160.0,SAO-ScenarioApproxWithO,0.93162
154,210.0,SAO-ScenarioApproxWithO,0.98338
155,260.0,SAO-ScenarioApproxWithO,0.98758
156,10.0,SAO-ScenarioApproxWithO,0.86296
157,60.0,SAO-ScenarioApproxWithO,0.9457
158,110.0,SAO-ScenarioApproxWithO,0.97146
159,160.0,SAO-ScenarioApproxWithO,0.96159
160,210.0,SAO-ScenarioApproxWithO,0.97191
161,260.0,SAO-ScenarioApproxWithO,0.99
162,10.0,SAO-ScenarioApproxWithO,0.88753
163,60.0,SAO-ScenarioApproxWithO,0.93557
164,110.0,SAO-ScenarioApproxWithO,0.95172
165,160.0,SAO-ScenarioApproxWithO,0.97975
166,210.0,SAO-ScenarioApproxWithO,0.97555
167,260.0,SAO-ScenarioApproxWithO,0.99371
168,10.0,SAO-ScenarioApproxWithO,0.82424
169,60.0,SAO-ScenarioApproxWithO,0.92751
170,110.0,SAO-ScenarioApproxWithO,0.97414
171,160.0,SAO-ScenarioApproxWithO,0.9858
172,210.0,SAO-ScenarioApproxWithO,0.98128
173,260.0,SAO-ScenarioApproxWithO,0.98028
174,10.0,SAO-ScenarioApproxWithO,0.83945
175,60.0,SAO-ScenarioApproxWithO,0.95699
176,110.0,SAO-ScenarioApproxWithO,0.96094
177,160.0,SAO-ScenarioApproxWithO,0.99127
178,210.0,SAO-ScenarioApproxWithO,0.98904
179,260.0,SAO-ScenarioApproxWithO,0.99039
180,10.0,SAO-ScenarioApproxWithO,0.86621
181,60.0,SAO-ScenarioApproxWithO,0.92359
182,110.0,SAO-ScenarioApproxWithO,0.96807
183,160.0,SAO-ScenarioApproxWithO,0.95969
184,210.0,SAO-ScenarioApproxWithO,0.9698
185,260.0,SAO-ScenarioApproxWithO,0.98198
186,10.0,SAO-ScenarioApproxWithO,0.85291
187,60.0,SAO-ScenarioApproxWithO,0.92301
188,110.0,SAO-ScenarioApproxWithO,0.9858
189,160.0,SAO-ScenarioApproxWithO,0.97056
190,210.0,SAO-ScenarioApproxWithO,0.97613
191,260.0,SAO-ScenarioApproxWithO,0.98208
192,10.0,SAO-ScenarioApproxWithO,0.82674
193,60.0,SAO-ScenarioApproxWithO,0.97633
194,110.0,SAO-ScenarioApproxWithO,0.96951
195,160.0,SAO-ScenarioApproxWithO,0.98722
196,210.0,SAO-ScenarioApproxWithO,0.9866
197,260.0,SAO-ScenarioApproxWithO,0.97917
198,10.0,SAO-ScenarioApproxWithO,0.82628
199,60.0,SAO-ScenarioApproxWithO,0.95759
200,110.0,SAO-ScenarioApproxWithO,0.94641
201,160.0,SAO-ScenarioApproxWithO,0.98013
202,210.0,SAO-ScenarioApproxWithO,0.98756
203,260.0,SAO-ScenarioApproxWithO,0.98596
204,10.0,SAO-ScenarioApproxWithO,0.83997
205,60.0,SAO-ScenarioApproxWithO,0.9651
206,110.0,SAO-ScenarioApproxWithO,0.9664
207,160.0,SAO-ScenarioApproxWithO,0.98663
208,210.0,SAO-ScenarioApproxWithO,0.98617
209,260.0,SAO-ScenarioApproxWithO,0.98577
210,10.0,SAO-ScenarioApproxWithO,0.83958
211,60.0,SAO-ScenarioApproxWithO,0.96235
212,110.0,SAO-ScenarioApproxWithO,0.96869
213,160.0,SAO-ScenarioApproxWithO,0.96252
214,210.0,SAO-ScenarioApproxWithO,0.98718
215,260.0,SAO-ScenarioApproxWithO,0.98746
216,10.0,SAO-ScenarioApproxWithO,0.84927
217,60.0,SAO-ScenarioApproxWithO,0.93648
218,110.0,SAO-ScenarioApproxWithO,0.95179
219,160.0,SAO-ScenarioApproxWithO,0.96068
220,210.0,SAO-ScenarioApproxWithO,0.98741
221,260.0,SAO-ScenarioApproxWithO,0.97872
222,10.0,SAO-ScenarioApproxWithO,0.87354
223,60.0,SAO-ScenarioApproxWithO,0.95648
224,110.0,SAO-ScenarioApproxWithO,0.97539
225,160.0,SAO-ScenarioApproxWithO,0.98515
226,210.0,SAO-ScenarioApproxWithO,0.9621
227,260.0,SAO-ScenarioApproxWithO,0.99572
228,10.0,SAO-ScenarioApproxWithO,0.83084
229,60.0,SAO-ScenarioApproxWithO,0.95496
230,110.0,SAO-ScenarioApproxWithO,0.97736
231,160.0,SAO-ScenarioApproxWithO,0.96948
232,210.0,SAO-ScenarioApproxWithO,0.97246
233,260.0,SAO-ScenarioApproxWithO,0.98115
234,10.0,SAO-ScenarioApproxWithO,0.82581
235,60.0,SAO-ScenarioApproxWithO,0.92
236,110.0,SAO-ScenarioApproxWithO,0.95522
237,160.0,SAO-ScenarioApproxWithO,0.96992
238,210.0,SAO-ScenarioApproxWithO,0.97209
239,260.0,SAO-ScenarioApproxWithO,0.98083
240,10.0,SAO-ScenarioApproxWithO,0.90388
241,60.0,SAO-ScenarioApproxWithO,0.92601
242,110.0,SAO-ScenarioApproxWithO,0.96595
243,160.0,SAO-ScenarioApproxWithO,0.98221
244,210.0,SAO-ScenarioApproxWithO,0.97793
245,260.0,SAO-ScenarioApproxWithO,0.9765
246,10.0,SAO-ScenarioApproxWithO,0.89415
247,60.0,SAO-ScenarioApproxWithO,0.91813
248,110.0,SAO-ScenarioApproxWithO,0.96108
249,160.0,SAO-ScenarioApproxWithO,0.95147
250,210.0,SAO-ScenarioApproxWithO,0.98458
251,260.0,SAO-ScenarioApproxWithO,0.99092
252,10.0,SAO-ScenarioApproxWithO,0.85016
253,60.0,SAO-ScenarioApproxWithO,0.88346
254,110.0,SAO-ScenarioApproxWithO,0.95249
255,160.0,SAO-ScenarioApproxWithO,0.96829
256,210.0,SAO-ScenarioApproxWithO,0.98376
257,260.0,SAO-ScenarioApproxWithO,0.98086
258,10.0,SAO-ScenarioApproxWithO,0.82929
259,60.0,SAO-ScenarioApproxWithO,0.9733
260,110.0,SAO-ScenarioApproxWithO,0.96087
261,160.0,SAO-ScenarioApproxWithO,0.97709
262,210.0,SAO-ScenarioApproxWithO,0.975
263,260.0,SAO-ScenarioApproxWithO,0.97678
264,10.0,SAO-ScenarioApproxWithO,0.83976
265,60.0,SAO-ScenarioApproxWithO,0.95576
266,110.0,SAO-ScenarioApproxWithO,0.91845
267,160.0,SAO-ScenarioApproxWithO,0.97467
268,210.0,SAO-ScenarioApproxWithO,0.99322
269,260.0,SAO-ScenarioApproxWithO,0.98825
270,10.0,SAO-ScenarioApproxWithO,0.87006
271,60.0,SAO-ScenarioApproxWithO,0.94634
272,110.0,SAO-ScenarioApproxWithO,0.97362
273,160.0,SAO-ScenarioApproxWithO,0.97812
274,210.0,SAO-ScenarioApproxWithO,0.97914
275,260.0,SAO-ScenarioApproxWithO,0.98367
276,10.0,SAO-ScenarioApproxWithO,0.87031
277,60.0,SAO-ScenarioApproxWithO,0.93168
278,110.0,SAO-ScenarioApproxWithO,0.96072
279,160.0,SAO-ScenarioApproxWithO,0.97081
280,210.0,SAO-ScenarioApproxWithO,0.95236
281,260.0,SAO-ScenarioApproxWithO,0.9881
282,10.0,SAO-ScenarioApproxWithO,0.83859
283,60.0,SAO-ScenarioApproxWithO,0.91588
284,110.0,SAO-ScenarioApproxWithO,0.95235
285,160.0,SAO-ScenarioApproxWithO,0.98173
286,210.0,SAO-ScenarioApproxWithO,0.96155
287,260.0,SAO-ScenarioApproxWithO,0.98334
288,10.0,SAO-ScenarioApproxWithO,0.88966
289,60.0,SAO-ScenarioApproxWithO,0.91982
290,110.0,SAO-ScenarioApproxWithO,0.97385
291,160.0,SAO-ScenarioApproxWithO,0.97923
292,210.0,SAO-ScenarioApproxWithO,0.98232
293,260.0,SAO-ScenarioApproxWithO,0.98257
294,10.0,SAO-ScenarioApproxWithO,0.88224
295,60.0,SAO-ScenarioApproxWithO,0.95206
296,110.0,SAO-ScenarioApproxWithO,0.98438
297,160.0,SAO-ScenarioApproxWithO,0.97792
298,210.0,SAO-ScenarioApproxWithO,0.99131
299,260.0,SAO-ScenarioApproxWithO,0.97219
300,10.0,SAO-ScenarioApproxWithO,0.85148
301,60.0,SAO-ScenarioApproxWithO,0.91681
302,110.0,SAO-ScenarioApproxWithO,0.97671
303,160.0,SAO-ScenarioApproxWithO,0.98415
304,210.0,SAO-ScenarioApproxWithO,0.97936
305,260.0,SAO-ScenarioApproxWithO,0.98588
306,10.0,SAO-ScenarioApproxWithO,0.84476
307,60.0,SAO-ScenarioApproxWithO,0.95529
308,110.0,SAO-ScenarioApproxWithO,0.98347
309,160.0,SAO-ScenarioApproxWithO,0.99089
310,210.0,SAO-ScenarioApproxWithO,0.9759
311,260.0,SAO-ScenarioApproxWithO,0.97038
312,10.0,SAO-ScenarioApproxWithO,0.84062
313,60.0,SAO-ScenarioApproxWithO,0.97563
314,110.0,SAO-ScenarioApproxWithO,0.96775
315,160.0,SAO-ScenarioApproxWithO,0.97656
316,210.0,SAO-ScenarioApproxWithO,0.98232
317,260.0,SAO-ScenarioApproxWithO,0.96492
318,10.0,SAO-ScenarioApproxWithO,0.84045
319,60.0,SAO-ScenarioApproxWithO,0.95541
320,110.0,SAO-ScenarioApproxWithO,0.9611
321,160.0,SAO-ScenarioApproxWithO,0.97919
322,210.0,SAO-ScenarioApproxWithO,0.9821
323,260.0,SAO-ScenarioApproxWithO,0.98129
324,10.0,SAO-ScenarioApproxWithO,0.86113
325,60.0,SAO-ScenarioApproxWithO,0.95443
326,110.0,SAO-ScenarioApproxWithO,0.95455
327,160.0,SAO-ScenarioApproxWithO,0.96336
328,210.0,SAO-ScenarioApproxWithO,0.99192
329,260.0,SAO-ScenarioApproxWithO,0.96242
330,10.0,SAO-ScenarioApproxWithO,0.8303
331,60.0,SAO-ScenarioApproxWithO,0.94202
332,110.0,SAO-ScenarioApproxWithO,0.96166
333,160.0,SAO-ScenarioApproxWithO,0.95422
334,210.0,SAO-ScenarioApproxWithO,0.95837
335,260.0,SAO-ScenarioApproxWithO,0.98215
336,10.0,SAO-ScenarioApproxWithO,0.83207
337,60.0,SAO-ScenarioApproxWithO,0.92147
338,110.0,SAO-ScenarioApproxWithO,0.95135
339,160.0,SAO-ScenarioApproxWithO,0.96305
340,210.0,SAO-ScenarioApproxWithO,0.97898
341,260.0,SAO-ScenarioApproxWithO,0.98134
342,10.0,SAO-ScenarioApproxWithO,0.87865
343,60.0,SAO-ScenarioApproxWithO,0.87585
344,110.0,SAO-ScenarioApproxWithO,0.9796
345,160.0,SAO-ScenarioApproxWithO,0.982
346,210.0,SAO-ScenarioApproxWithO,0.98941
347,260.0,SAO-ScenarioApproxWithO,0.96564
348,10.0,SAO-ScenarioApproxWithO,0.87377
349,60.0,SAO-ScenarioApproxWithO,0.97594
350,110.0,SAO-ScenarioApproxWithO,0.93763
351,160.0,SAO-ScenarioApproxWithO,0.98441
352,210.0,SAO-ScenarioApproxWithO,0.97268
353,260.0,SAO-ScenarioApproxWithO,0.98858
354,10.0,SAO-ScenarioApproxWithO,0.84238
355,60.0,SAO-ScenarioApproxWithO,0.92786
356,110.0,SAO-ScenarioApproxWithO,0.95706
357,160.0,SAO-ScenarioApproxWithO,0.97322
358,210.0,SAO-ScenarioApproxWithO,0.99107
359,260.0,SAO-ScenarioApproxWithO,0.97943
360,10.0,SAO-ScenarioApproxWithO,0.83754
361,60.0,SAO-ScenarioApproxWithO,0.92373
362,110.0,SAO-ScenarioApproxWithO,0.93636
363,160.0,SAO-ScenarioApproxWithO,0.97401
364,210.0,SAO-ScenarioApproxWithO,0.96553
365,260.0,SAO-ScenarioApproxWithO,0.97227
366,10.0,SAO-ScenarioApproxWithO,0.83387
367,60.0,SAO-ScenarioApproxWithO,0.89266
368,110.0,SAO-ScenarioApproxWithO,0.94955
369,160.0,SAO-ScenarioApproxWithO,0.98084
370,210.0,SAO-ScenarioApproxWithO,0.97877
371,260.0,SAO-ScenarioApproxWithO,0.98764
372,10.0,SAO-ScenarioApproxWithO,0.83114
373,60.0,SAO-ScenarioApproxWithO,0.98105
374,110.0,SAO-ScenarioApproxWithO,0.9066
375,160.0,SAO-ScenarioApproxWithO,0.98062
376,210.0,SAO-ScenarioApproxWithO,0.98588
377,260.0,SAO-ScenarioApproxWithO,0.99304
378,10.0,SAO-ScenarioApproxWithO,0.86829
379,60.0,SAO-ScenarioApproxWithO,0.92706
380,110.0,SAO-ScenarioApproxWithO,0.95862
381,160.0,SAO-ScenarioApproxWithO,0.98213
382,210.0,SAO-ScenarioApproxWithO,0.97839
383,260.0,SAO-ScenarioApproxWithO,0.99038
384,10.0,SAO-ScenarioApproxWithO,0.84876
385,60.0,SAO-ScenarioApproxWithO,0.94828
386,110.0,SAO-ScenarioApproxWithO,0.96007
387,160.0,SAO-ScenarioApproxWithO,0.95793
388,210.0,SAO-ScenarioApproxWithO,0.99132
389,260.0,SAO-ScenarioApproxWithO,0.98231
390,10.0,SAO-ScenarioApproxWithO,0.84367
391,60.0,SAO-ScenarioApproxWithO,0.91234
392,110.0,SAO-ScenarioApproxWithO,0.95383
393,160.0,SAO-ScenarioApproxWithO,0.97781
394,210.0,SAO-ScenarioApproxWithO,0.97079
395,260.0,SAO-ScenarioApproxWithO,0.99366
396,10.0,SAO-ScenarioApproxWithO,0.83894
397,60.0,SAO-ScenarioApproxWithO,0.95399
398,110.0,SAO-ScenarioApproxWithO,0.95427
399,160.0,SAO-ScenarioApproxWithO,0.96443
400,210.0,SAO-ScenarioApproxWithO,0.9755
401,260.0,SAO-ScenarioApproxWithO,0.98978
402,10.0,SAO-ScenarioApproxWithO,0.86218
403,60.0,SAO-ScenarioApproxWithO,0.9315
404,110.0,SAO-ScenarioApproxWithO,0.97678
405,160.0,SAO-ScenarioApproxWithO,0.97917
406,210.0,SAO-ScenarioApproxWithO,0.97891
407,260.0,SAO-ScenarioApproxWithO,0.98256
408,10.0,SAO-ScenarioApproxWithO,0.83235
409,60.0,SAO-ScenarioApproxWithO,0.89496
410,110.0,SAO-ScenarioApproxWithO,0.95211
411,160.0,SAO-ScenarioApproxWithO,0.98868
412,210.0,SAO-ScenarioApproxWithO,0.96093
413,260.0,SAO-ScenarioApproxWithO,0.98665
414,10.0,SAO-ScenarioApproxWithO,0.83356
415,60.0,SAO-ScenarioApproxWithO,0.92677
416,110.0,SAO-ScenarioApproxWithO,0.9629
417,160.0,SAO-ScenarioApproxWithO,0.95976
418,210.0,SAO-ScenarioApproxWithO,0.98192
419,260.0,SAO-ScenarioApproxWithO,0.99098
420,10.0,SAO-ScenarioApproxWithO,0.88527
421,60.0,SAO-ScenarioApproxWithO,0.93641
422,110.0,SAO-ScenarioApproxWithO,0.96587
423,160.0,SAO-ScenarioApproxWithO,0.96208
424,210.0,SAO-ScenarioApproxWithO,0.98362
425,260.0,SAO-ScenarioApproxWithO,0.98217
426,10.0,SAO-ScenarioApproxWithO,0.84942
427,60.0,SAO-ScenarioApproxWithO,0.9082
428,110.0,SAO-ScenarioApproxWithO,0.94989
429,160.0,SAO-ScenarioApproxWithO,0.97216
430,210.0,SAO-ScenarioApproxWithO,0.98252
431,260.0,SAO-ScenarioApproxWithO,0.98414
432,10.0,SAO-ScenarioApproxWithO,0.8874
433,60.0,SAO-ScenarioApproxWithO,0.93585
434,110.0,SAO-ScenarioApproxWithO,0.97105
435,160.0,SAO-ScenarioApproxWithO,0.96344
436,210.0,SAO-ScenarioApproxWithO,0.96693
437,260.0,SAO-ScenarioApproxWithO,0.98208
438,10.0,SAO-ScenarioApproxWithO,0.86418
439,60.0,SAO-ScenarioApproxWithO,0.95504
440,110.0,SAO-ScenarioApproxWithO,0.97031
441,160.0,SAO-ScenarioApproxWithO,0.98013
442,210.0,SAO-ScenarioApproxWithO,0.97779
443,260.0,SAO-ScenarioApproxWithO,0.99547
444,10.0,SAO-ScenarioApproxWithO,0.84262
445,60.0,SAO-ScenarioApproxWithO,0.91965
446,110.0,SAO-ScenarioApproxWithO,0.96249
447,160.0,SAO-ScenarioApproxWithO,0.96319
448,210.0,SAO-ScenarioApproxWithO,0.96808
449,260.0,SAO-ScenarioApproxWithO,0.96245
450,10.0,SAO-ScenarioApproxWithO,0.83463
451,60.0,SAO-ScenarioApproxWithO,0.93701
452,110.0,SAO-ScenarioApproxWithO,0.93262
453,160.0,SAO-ScenarioApproxWithO,0.97716
454,210.0,SAO-ScenarioApproxWithO,0.98719
455,260.0,SAO-ScenarioApproxWithO,0.99053
456,10.0,SAO-ScenarioApproxWithO,0.86885
457,60.0,SAO-ScenarioApproxWithO,0.94685
458,110.0,SAO-ScenarioApproxWithO,0.97163
459,160.0,SAO-ScenarioApproxWithO,0.98716
460,210.0,SAO-ScenarioApproxWithO,0.97517
461,260.0,SAO-ScenarioApproxWithO,0.99
462,10.0,SAO-ScenarioApproxWithO,0.84379
463,60.0,SAO-ScenarioApproxWithO,0.92648
464,110.0,SAO-ScenarioApproxWithO,0.95495
465,160.0,SAO-ScenarioApproxWithO,0.96018
466,210.0,SAO-ScenarioApproxWithO,0.98258
467,260.0,SAO-ScenarioApproxWithO,0.98252
468,10.0,SAO-ScenarioApproxWithO,0.87232
469,60.0,SAO-ScenarioApproxWithO,0.95254
470,110.0,SAO-ScenarioApproxWithO,0.96946
471,160.0,SAO-ScenarioApproxWithO,0.96304
472,210.0,SAO-ScenarioApproxWithO,0.97424
473,260.0,SAO-ScenarioApproxWithO,0.98783
474,10.0,SAO-ScenarioApproxWithO,0.82217
475,60.0,SAO-ScenarioApproxWithO,0.90788
476,110.0,SAO-ScenarioApproxWithO,0.96913
477,160.0,SAO-ScenarioApproxWithO,0.96825
478,210.0,SAO-ScenarioApproxWithO,0.97493
479,260.0,SAO-ScenarioApproxWithO,0.982
480,10.0,SAO-ScenarioApproxWithO,0.84035
481,60.0,SAO-ScenarioApproxWithO,0.89381
482,110.0,SAO-ScenarioApproxWithO,0.97733
